16.722108896	1105.47448549	0.0
16.4247379861	1104.95544252	0.0
16.7314301098	1105.49853334	0.0
17.0094662256	1106.01305971	0.0
17.3380222862	1106.62219056	0.0
17.7094975057	1107.32800112	0.0
18.0093231749	1107.89916811	0.0
18.3158035827	1108.42724427	0.0
18.5690861301	1108.87731752	0.0
18.8664188935	1109.40026674	0.0
19.2043247776	1109.99072084	0.0
19.5167522982	1110.54150209	0.0
19.8262024484	1111.08801088	0.0
20.0811253151	1111.53893861	0.0
20.5367241451	1112.34557924	0.0
20.9245987487	1113.0307599	0.0
21.2982712351	1113.69067201	0.0
21.5911846713	1114.21386537	0.0
22.0794334964	1115.0809308	0.0
22.5207729888	1115.8634015	0.0
22.8573990412	1116.45446596	0.0
23.3420563294	1117.31493959	0.0
23.786480006	1118.16454896	0.0
24.2027912693	1118.97228822	0.0
24.669031199	1119.88220033	0.0
24.669031199	1121.03344545	0.0
25.2513619013	1121.03344545	0.0
25.7558937625	1122.03185854	0.0
26.0317040033	1122.54894838	0.0
26.8677349631	1124.06896791	0.0
27.3264523107	1124.88989076	0.0
28.0525398806	1126.17663392	0.0
28.0525398806	1127.31738099	0.0
28.7020741063	1127.31738099	0.0
29.3513947089	1128.45287904	0.0
30.050161416	1129.67370424	0.0
30.6696758821	1130.75451478	0.0
31.279342706	1131.82360658	0.0
31.8683605746	1132.85204896	0.0
32.6506691526	1134.21801576	0.0
33.1726723257	1135.12792787	0.0
33.963417109	1136.50414857	0.0
34.6644211356	1137.72204408	0.0
35.2898865285	1138.80798158	0.0
35.9735222411	1139.99426088	0.0
36.7183342535	1141.28869447	0.0
37.3692741951	1142.42370424	0.0
37.3692741951	1143.49267397	0.0
37.9836655214	1143.49267397	0.0
38.6346436106	1144.65026674	0.0
39.3757668099	1145.980589	0.0
39.8520508357	1146.83227357	0.0
40.5736847474	1148.1199933	0.0
41.1690369204	1149.17992983	0.0
41.8112412041	1150.32775697	0.0
42.4764137819	1151.51354798	0.0
43.1495590755	1152.71801576	0.0
43.7921219421	1153.86889467	0.0
44.464443261	1155.07494936	0.0
45.093341882	1156.19958314	0.0
45.6868286687	1157.2639142	0.0
46.46402746	1158.65478334	0.0
